universe	signal	sequence	category	n	med	avg	fail	big_win	win	seq
SP500	Z1G	Z2G|Z2G|T1G	R	16	2.878	3.997	0	37.5	68.8	
SP500	Z1G	T2G|T2G|T10	SEQ_BASELINE	28	2.722	3.43	10.7	35.7	75	T2G|T2G|T10
SP500	Z1G	T2G|T2G|T10	B	5	7.109	3.07	20	60	80	
SP500	Z1G	T2G|T2G|T10	R	21	2.076	2.645	9.5	28.6	71.4	
SP500	Z1G	T2G|T6|T10	SEQ_BASELINE	22	2.533	2.965	0	40.9	72.7	T2G|T6|T10
SP500	Z1G	T2G|t6|T10	R	12	0.843	1.838	0	25	58.3	
SP500	Z1G	Z2G|T9|T2G	SEQ_BASELINE	23	2.277	1.869	8.7	17.4	65.2	Z2G|T9|T2G
SP500	Z1G	Z2G|T9|T2G	R	22	2.402	2.063	9.1	18.2	68.2	
SP500	Z1G	Z2G|Z2G|T5	SEQ_BASELINE	26	1.99	3.22	7.7	30.8	73.1	Z2G|Z2G|T5
SP500	Z1G	Z2G|Z2G|T5	B+	14	1.125	1.663	14.3	14.3	64.3	
SP500	Z1G	Z2G|Z2G|T5	R	9	2.391	4.723	0	44.4	88.9	
SP500	Z1G	T2G|T2|T2	SEQ_BASELINE	32	1.869	1.768	9.4	37.5	62.5	T2G|T2|T2
SP500	Z1G	T2G|T2|T2	R	32	1.869	1.768	9.4	37.5	62.5	
SP500	Z1G	T2G|T2G|T2	SEQ_BASELINE	27	1.79	1.533	7.4	18.5	55.6	T2G|T2G|T2
SP500	Z1G	T2G|T2G|T2	R	27	1.79	1.533	7.4	18.5	55.6	
SP500	Z1G	T1|T2|T2G	SEQ_BASELINE	25	1.528	2.926	8	28	60	T1|T2|T2G
SP500	Z1G	T1|T2|T2G	R	23	0.903	2.72	8.7	26.1	56.5	
SP500	Z1G	Z2G|T3|T2G	SEQ_BASELINE	29	1.345	1.394	13.8	31	58.6	Z2G|T3|T2G
SP500	Z1G	Z2G|T3|T2G	R	26	1.765	1.326	15.4	30.8	57.7	
SP500	Z1G	T4|T2G|T2	SEQ_BASELINE	24	1.244	0.611	16.7	16.7	66.7	T4|T2G|T2
SP500	Z1G	T4|T2G|T2	R	24	1.244	0.611	16.7	16.7	66.7	
SP500	Z2	ALL	BASELINE	10763	0.634	0.776	15	21.2	56	
SP500	Z2	Z5|Z2G|Z2G	SEQ_BASELINE	42	8.277	6.423	7.1	52.4	83.3	Z5|Z2G|Z2G
SP500	Z2	Z5|Z2G|Z2G	B	9	10.453	6.962	11.1	66.7	77.8	
SP500	Z2	Z5|Z2G|Z2G	B+	26	8.839	7.33	7.7	57.7	84.6	
SP500	Z2	Z2|Z10|Z6	SEQ_BASELINE	20	5.061	3.429	10	50	70	Z2|Z10|Z6
SP500	Z2	Z2|Z10|Z6	B	12	3.504	3.142	8.3	41.7	66.7	
SP500	Z2	Z1G|Z2G|Z2G	SEQ_BASELINE	21	4.028	2.913	14.3	42.9	71.4	Z1G|Z2G|Z2G
SP500	Z2	Z1G|Z2G|Z2G	B+	17	4.028	3.601	11.8	47.1	76.5	
SP500	Z2	Z1G|Z2|Z2G	SEQ_BASELINE	25	3.267	3.778	4	28	76	Z1G|Z2|Z2G
SP500	Z2	Z1G|Z2|Z2G	B	21	3.354	4.337	4.8	33.3	76.2	
SP500	Z2	T9|T2|Z3	SEQ_BASELINE	29	2.722	1.912	10.3	37.9	69	T9|T2|Z3
SP500	Z2	T9|T2|Z3	A	11	4.937	4.087	0	45.5	81.8	
SP500	Z2	T9|T2|Z3	R	13	2.607	1.52	7.7	30.8	61.5	
SP500	Z2	Z1|Z2G|Z2G	SEQ_BASELINE	32	2.569	2.5	6.2	28.1	68.8	Z1|Z2G|Z2G
SP500	Z2	Z1|Z2G|Z2G	B+	24	3.592	3.248	8.3	37.5	75	
SP500	Z2	Z1|Z2G|Z2G	R	5	-0.29	0.175	0	0	40	
SP500	Z2	Z3|Z2G|Z2G	SEQ_BASELINE	55	2.466	2.007	18.2	38.2	63.6	Z3|Z2G|Z2G
SP500	Z2	Z3|Z2G|Z2G	B	5	5.457	5.951	0	60	80	
SP500	Z2	Z3|Z2G|Z2G	B+	39	2.544	2.208	15.4	38.5	69.2	
SP500	Z2	Z3|Z2G|Z2G	R	9	-4.089	-3.456	44.4	22.2	33.3	
SP500	Z2	T9|T6|Z3	SEQ_BASELINE	27	2.403	2.647	14.8	29.6	63	T9|T6|Z3
SP500	Z2	T9|T6|Z3	A	7	0.969	-0.214	28.6	14.3	57.1	
SP500	Z2	T9|T6|Z3	B+	8	1.563	3.194	12.5	37.5	50	
SP500	Z2	T9|T6|Z3	R	11	4.505	4.231	9.1	36.4	72.7	
SP500	Z2	T2G|Z1|Z2G	SEQ_BASELINE	38	2.364	1.634	13.2	23.7	71.1	T2G|Z1|Z2G
SP500	Z2	T2G|Z1|Z2G	B	15	1.36	0.254	13.3	6.7	66.7	
SP500	Z2	T2G|Z1|Z2G	B+	10	4.491	3.84	0	50	80	
SP500	Z2	Z11|Z2G|Z2G	SEQ_BASELINE	24	2.214	3.324	8.3	25	75	Z11|Z2G|Z2G
SP500	Z2	Z11|Z2G|Z2G	B+	16	2.718	3.985	12.5	31.2	75	
SP500	Z2G	ALL	BASELINE	15791	0.877	1.167	14.6	23.8	57	
SP500	Z2G	T3|Z5|Z2G	SEQ_BASELINE	49	6.808	6.256	4.1	65.3	87.8	T3|Z5|Z2G
SP500	Z2G	T3|Z5|Z2G	B+	19	6.871	7.848	0	68.4	94.7	
SP500	Z2G	T3|Z5|Z2G	R	26	7.272	5.756	7.7	69.2	84.6	
SP500	Z2G	T4|Z5|Z2G	SEQ_BASELINE	33	5.972	5.757	6.1	54.5	69.7	T4|Z5|Z2G
SP500	Z2G	T4|Z5|Z2G	B+	26	7.391	6.513	7.7	61.5	73.1	
SP500	Z2G	T4|Z5|Z2G	R	6	2.524	3.482	0	33.3	66.7	
SP500	Z2G	Z2G|Z2G|Z11	SEQ_BASELINE	26	5.818	6.175	3.8	69.2	80.8	Z2G|Z2G|Z11
SP500	Z2G	Z2G|Z2G|Z11	B+	11	6.71	9.008	0	90.9	90.9	
SP500	Z2G	Z2G|Z2G|Z11	R	14	5.164	4.718	7.1	57.1	78.6	
SP500	Z2G	T2G|Z3|Z11	SEQ_BASELINE	20	4.868	3.502	10	50	70	T2G|Z3|Z11
SP500	Z2G	T2G|Z3|Z11	B+	9	5.214	7.479	0	66.7	88.9	
SP500	Z2G	T2G|Z3|Z11	R	9	0.184	0.29	22.2	44.4	55.6	
SP500	Z2G	T1G|T2G|Z1G	SEQ_BASELINE	28	4.668	5.113	10.7	46.4	67.9	T1G|T2G|Z1G
SP500	Z2G	T1G|T2G|Z1G	B	11	5.128	5.165	9.1	54.5	63.6	
SP500	Z2G	T1G|T2G|Z1G	R	14	4.19	4.462	14.3	35.7	71.4	
SP500	Z2G	T2G|T6|Z1G	SEQ_BASELINE	31	4.641	3.419	6.5	38.7	67.7	T2G|T6|Z1G
SP500	Z2G	T2G|T6|Z1G	R	29	4.641	3.417	6.9	37.9	65.5	
SP500	Z2G	Z1G|Z11|Z2G	SEQ_BASELINE	20	4.504	5.062	5	45	75	Z1G|Z11|Z2G
SP500	Z2G	Z1G|Z11|Z2G	A	5	8.693	5.77	20	60	80	
SP500	Z2G	Z1G|Z11|Z2G	B	9	4.946	6.601	0	44.4	77.8	
SP500	Z2G	Z1G|Z11|Z2G	B+	5	1.653	1.357	0	20	60	
SP500	Z2G	Z9|T3|Z5	SEQ_BASELINE	27	4.365	5.552	0	44.4	88.9	Z9|T3|Z5
SP500	Z2G	Z9|T3|Z5	B	19	4.65	6.416	0	47.4	100	
SP500	Z2G	Z2G|T1G|Z1G	SEQ_BASELINE	24	3.807	2.208	8.3	29.2	62.5	Z2G|T1G|Z1G
SP500	Z2G	Z2G|T1G|Z1G	B	7	3.987	2.308	14.3	42.9	57.1	
SP500	Z2G	Z2G|T1G|Z1G	R	10	-0.273	0.175	10	10	50	
SP500	Z2G	T9|Z1G|Z2	SEQ_BASELINE	24	3.674	4.127	12.5	41.7	75	T9|Z1G|Z2
SP500	Z2G	T9|Z1G|Z2	R	23	3.731	4.62	8.7	43.5	78.3	
SP500	Z3	ALL	BASELINE	7542	0.814	1.183	14.7	23.3	56.3	
SP500	Z3	Z1G|Z2G|T4	SEQ_BASELINE	36	11.953	11.675	5.6	80.6	94.4	Z1G|Z2G|T4
SP500	Z3	Z1G|Z2G|T4	B+	8	9.922	11.309	0	87.5	100	
SP500	Z3	Z1G|Z2G|T4	R	28	13.443	11.779	7.1	78.6	92.9	
SP500	Z3	Z1G|Z2G|T3	SEQ_BASELINE	79	8.861	9.136	0	81	92.4	Z1G|Z2G|T3
SP500	Z3	Z1G|Z2G|T3	B+	47	11.276	11.714	0	93.6	100	
SP500	Z3	Z1G|Z2G|T3	R	32	6.257	5.348	0	62.5	81.2	
SP500	Z3	Z1G|Z2G|T5	SEQ_BASELINE	46	7.82	7.325	2.2	80.4	93.5	Z1G|Z2G|T5
SP500	Z3	Z1G|Z2G|T5	B+	29	7.964	7.691	0	82.8	93.1	
SP500	Z3	Z1G|Z2G|T5	R	17	7.591	6.702	5.9	76.5	94.1	
SP500	Z3	Z1|Z2G|T3	SEQ_BASELINE	20	5.105	5.313	10	55	75	Z1|Z2G|T3
SP500	Z3	Z1|Z2G|T3	B+	8	10.63	7.879	12.5	75	75	
SP500	Z3	Z1|Z2G|T3	R	12	3.812	3.603	8.3	41.7	75	
SP500	Z3	Z2G|Z2|T3	SEQ_BASELINE	21	5.01	4.644	0	52.4	76.2	Z2G|Z2|T3
SP500	Z3	Z2G|Z2|T3	R	16	5.518	5.16	0	56.2	75	
SP500	Z3	T2G|Z5|T4	SEQ_BASELINE	22	3.777	3.553	9.1	31.8	72.7	T2G|Z5|T4
SP500	Z3	T2G|Z5|T4	B+	5	1.075	2.148	0	20	80	
SP500	Z3	T2G|Z5|T4	R	16	3.777	3.566	12.5	31.2	68.8	
SP500	Z3	Z2|Z2|T1	SEQ_BASELINE	27	3.286	4.468	7.4	44.4	70.4	Z2|Z2|T1
SP500	Z3	Z2|Z2|T1	R	24	3.465	4.446	4.2	45.8	70.8	
SP500	Z3	Z2G|T5|T2G	SEQ_BASELINE	32	2.978	3.894	3.1	28.1	78.1	Z2G|T5|T2G
SP500	Z3	Z2G|T5|T2G	R	32	2.978	3.894	3.1	28.1	78.1	
SP500	Z3	T4|Z9|T4	SEQ_BASELINE	21	2.83	2.952	9.5	28.6	76.2	T4|Z9|T4
SP500	Z3	T4|Z9|T4	R	18	2.754	2.372	11.1	27.8	77.8	
SP500	Z3	T3|T2|T2G	SEQ_BASELINE	22	2.463	0.762	9.1	13.6	63.6	T3|T2|T2G
SP500	Z3	T3|T2|T2G	R	22	2.463	0.762	9.1	13.6	63.6	
SP500	Z4	ALL	BASELINE	6570	0.801	1.148	14.4	23.1	56.2	
SP500	Z4	Z1G|Z2G|T5	SEQ_BASELINE	56	8.058	7.839	1.8	76.8	91.1	Z1G|Z2G|T5
SP500	Z4	Z1G|Z2G|T5	B+	42	8.497	7.96	2.4	76.2	90.5	
SP500	Z4	Z1G|Z2G|T5	R	13	8.002	7.509	0	76.9	92.3	
SP500	Z4	Z1G|Z2G|T3	SEQ_BASELINE	21	7.009	6.825	4.8	61.9	85.7	Z1G|Z2G|T3
SP500	Z4	Z1G|Z2G|T3	B+	8	9.175	10.931	0	75	100	
SP500	Z4	Z1G|Z2G|T3	R	12	5.816	4.755	8.3	58.3	83.3	
SP500	Z4	Z1|Z2G|T5	SEQ_BASELINE	24	5.043	5.899	8.3	50	87.5	Z1|Z2G|T5
SP500	Z4	Z1|Z2G|T5	B+	19	5.164	6.316	10.5	52.6	89.5	
SP500	Z4	Z3|Z2G|T5	SEQ_BASELINE	23	4.206	5.886	17.4	47.8	65.2	Z3|Z2G|T5
SP500	Z4	Z3|Z2G|T5	B+	19	4.206	7.471	10.5	47.4	68.4	
SP500	Z4	Z2G|Z2G|T3	SEQ_BASELINE	24	2.952	2.437	4.2	25	75	Z2G|Z2G|T3
SP500	Z4	Z2G|Z2G|T3	R	23	2.916	1.656	4.3	21.7	73.9	
SP500	Z4	Z2G|T1G|T2G	SEQ_BASELINE	23	2.866	4.884	13	34.8	78.3	Z2G|T1G|T2G
SP500	Z4	Z2G|T1G|T2G	R	21	4.024	5.223	14.3	38.1	76.2	
SP500	Z4	Z2G|T9|T2G	SEQ_BASELINE	35	2.547	2.411	11.4	25.7	71.4	Z2G|T9|T2G
SP500	Z4	Z2G|T9|T2G	R	33	2.372	2.195	12.1	21.2	69.7	
SP500	Z4	Z2|T3|T2G	SEQ_BASELINE	20	2.121	0.74	10	35	60	Z2|T3|T2G
SP500	Z4	Z2|T3|T2G	R	20	2.121	0.74	10	35	60	
SP500	Z4	T2G|Z1|T9	SEQ_BASELINE	30	2.048	1.599	13.3	26.7	70	T2G|Z1|T9
SP500	Z4	T2G|Z1|T9	R	26	1.762	1.205	15.4	23.1	69.2	
SP500	Z4	Z2|T1|T2G	SEQ_BASELINE	34	1.745	1.956	8.8	23.5	64.7	Z2|T1|T2G
SP500	Z4	Z2|T1|T2G	R	34	1.745	1.956	8.8	23.5	64.7	
SP500	Z5	ALL	BASELINE	6394	0.97	1.339	15.2	25.3	56.9	
SP500	Z5	T4|Z9|T5	SEQ_BASELINE	20	6.29	6.16	10	60	90	T4|Z9|T5
SP500	Z5	T4|Z9|T5	B+	7	6.484	7.619	0	57.1	100	
SP500	Z5	T4|Z9|T5	R	9	6.487	6.884	11.1	66.7	88.9	
SP500	Z5	Z5|T4|T2G	SEQ_BASELINE	22	5.006	4.651	9.1	50	68.2	Z5|T4|T2G
SP500	Z5	Z5|T4|T2G	R	21	4.83	4.481	9.5	47.6	66.7	
SP500	Z5	T4|Z9|T4	SEQ_BASELINE	48	4.693	3.909	8.3	41.7	70.8	T4|Z9|T4
SP500	Z5	T4|Z9|T4	B+	8	6.962	7.311	0	75	87.5	
SP500	Z5	T4|Z9|T4	R	38	4.595	3.198	10.5	34.2	68.4	
SP500	Z5	T4|Z9|T9	SEQ_BASELINE	24	4.682	3.78	4.2	45.8	70.8	T4|Z9|T9
SP500	Z5	T4|Z9|T9	R	24	4.682	3.78	4.2	45.8	70.8	
SP500	Z5	Z2|Z2G|T1G	SEQ_BASELINE	20	4.528	5.012	15	45	80	Z2|Z2G|T1G
SP500	Z5	Z2|Z2G|T1G	B+	6	8.063	8.343	0	66.7	100	
SP500	Z5	Z2|Z2G|T1G	R	13	4.332	3.691	23.1	38.5	69.2	
SP500	Z5	T4|Z9|T3	SEQ_BASELINE	51	4.277	5.616	2	45.1	88.2	T4|Z9|T3
SP500	Z5	T4|Z9|T3	R	47	4.135	5.619	2.1	42.6	87.2	
SP500	Z5	Z2|Z2G|T1	SEQ_BASELINE	30	3.731	2.841	13.3	36.7	66.7	Z2|Z2G|T1
SP500	Z5	Z2|Z2G|T1	R	30	3.731	2.841	13.3	36.7	66.7	
SP500	Z5	Z2G|T5|T2G	SEQ_BASELINE	23	3.298	3.573	13	39.1	73.9	Z2G|T5|T2G
SP500	Z5	Z2G|T5|T2G	R	22	3.698	3.63	13.6	40.9	72.7	
SP500	Z5	Z2G|Z2G|T9	SEQ_BASELINE	28	3.283	2.676	10.7	39.3	78.6	Z2G|Z2G|T9
SP500	Z5	Z2G|Z2G|T9	B+	12	2.301	2.88	8.3	41.7	75	
SP500	Z5	Z2G|Z2G|T9	R	15	3.247	2.316	13.3	33.3	80	
SP500	Z5	T4|Z9|T1	SEQ_BASELINE	26	3.262	3.323	7.7	46.2	80.8	T4|Z9|T1
SP500	Z5	T4|Z9|T1	R	25	3.806	3.442	8	48	80	
SP500	Z6	ALL	BASELINE	3218	1.003	1.459	14.1	25.2	58.7	
SP500	Z6	Z1G|Z2G|Z2G	SEQ_BASELINE	28	7.758	8.189	0	78.6	96.4	Z1G|Z2G|Z2G
SP500	Z6	Z1G|Z2G|Z2G	B+	19	7.565	7.983	0	78.9	100	
SP500	Z6	Z1G|Z2G|Z2G	R	6	7.895	7.913	0	66.7	83.3	
SP500	Z6	Z3|Z2G|Z2G	SEQ_BASELINE	20	3.571	5.427	5	40	75	Z3|Z2G|Z2G
SP500	Z6	Z3|Z2G|Z2G	B+	9	1.597	4.81	11.1	44.4	66.7	
SP500	Z6	Z3|Z2G|Z2G	R	8	1.855	4.597	0	25	75	
SP500	Z6	Z2G|Z2G|Z2G	SEQ_BASELINE	25	2.86	5.135	8	32	72	Z2G|Z2G|Z2G
SP500	Z6	Z2G|Z2G|Z2G	B+	14	3.304	7.199	0	35.7	85.7	
SP500	Z6	Z2G|Z2G|Z2G	R	8	1.112	2.218	25	25	50	
SP500	Z6	T2G|T2|Z9	SEQ_BASELINE	20	2.488	3.094	10	25	80	T2G|T2|Z9
SP500	Z6	T2G|T2|Z9	R	16	2.488	3.761	0	25	87.5	
SP500	Z6	Z2|Z2G|Z2G	SEQ_BASELINE	26	2.159	2.179	15.4	26.9	65.4	Z2|Z2G|Z2G
SP500	Z6	Z2|Z2G|Z2G	B+	20	3.253	2.537	20	35	65	
SP500	Z6	T2G|T2G|Z5	SEQ_BASELINE	33	0.963	-0.22	9.1	9.1	63.6	T2G|T2G|Z5
SP500	Z6	T2G|T2G|Z5	B	19	0.963	-0.195	10.5	15.8	63.2	
SP500	Z6	T2G|T2G|Z5	R	12	1.177	-0.484	8.3	0	66.7	
SP500	Z6	Z2G|Z2|Z10	SEQ_BASELINE	20	0.786	1.309	5	25	75	Z2G|Z2|Z10
SP500	Z6	Z2G|Z2|Z10	R	16	0.526	1.378	6.2	25	75	
SP500	Z6	T1|T2G|Z5	SEQ_BASELINE	21	-1.106	-2.273	38.1	14.3	47.6	T1|T2G|Z5
SP500	Z6	T1|T2G|Z5	B	11	-1.296	-2.471	45.5	18.2	45.5	
SP500	Z6	T1|T2G|Z5	R	9	-1.106	-2.515	33.3	11.1	44.4	
SP500	Z7	ALL	BASELINE	677	0.204	0.836	14.3	21.4	54.4	
SP500	Z9	ALL	BASELINE	6845	0.639	1.079	14.8	22.5	55.1	
SP500	Z9	T3|Z3|T4	SEQ_BASELINE	69	7.893	7.891	1.4	79.7	94.2	T3|Z3|T4
SP500	Z9	T3|Z3|T4	R	67	7.945	8.053	1.5	82.1	94	
SP500	Z9	T3|Z3|T1	SEQ_BASELINE	20	7.552	7.599	5	65	80	T3|Z3|T1
SP500	Z9	T3|Z3|T1	R	16	7.286	7.526	0	62.5	81.2	
SP500	Z9	T4|Z3|T4	SEQ_BASELINE	35	6.755	8.636	2.9	62.9	88.6	T4|Z3|T4
SP500	Z9	T4|Z3|T4	R	32	8.273	8.952	3.1	65.6	87.5	
SP500	Z9	T5|Z3|T4	SEQ_BASELINE	58	5.773	5.801	0	55.2	89.7	T5|Z3|T4
SP500	Z9	T5|Z3|T4	B+	5	2.713	1.446	0	0	60	
SP500	Z9	T5|Z3|T4	R	53	5.925	6.211	0	60.4	92.5	
SP500	Z9	Z2G|Z6|T4	SEQ_BASELINE	35	5.497	4.82	0	51.4	82.9	Z2G|Z6|T4
SP500	Z9	Z2G|Z6|T4	R	32	5.615	5.233	0	56.2	84.4	
SP500	Z9	T5|Z4|T4	SEQ_BASELINE	74	4.689	4.992	5.4	48.6	86.5	T5|Z4|T4
SP500	Z9	T5|Z4|T4	R	70	5.139	5.168	5.7	50	87.1	
SP500	Z9	Z2G|Z2G|T1G	SEQ_BASELINE	24	2.499	3.556	0	20.8	75	Z2G|Z2G|T1G
SP500	Z9	Z2G|Z2G|T1G	B+	9	1.654	2.534	0	33.3	66.7	
SP500	Z9	Z2G|Z2G|T1G	R	11	2.817	5.372	0	18.2	81.8	
SP500	Z9	Z2|T4|T2G	SEQ_BASELINE	20	2.134	0.227	10	25	60	Z2|T4|T2G
SP500	Z9	Z2|T4|T2G	R	20	2.134	0.227	10	25	60	
SP500	Z9	T2G|T6|T2	SEQ_BASELINE	21	1.848	1.121	14.3	19	71.4	T2G|T6|T2
SP500	Z9	T2G|T6|T2	R	21	1.848	1.121	14.3	19	71.4	
SP500	Z9	Z2G|T5|T2G	SEQ_BASELINE	30	1.777	2.829	13.3	26.7	63.3	Z2G|T5|T2G
SP500	Z9	Z2G|T5|T2G	R	29	1.791	3.088	13.8	27.6	65.5	
SP500	Z10	ALL	BASELINE	3218	0.673	0.802	14.5	21.3	56.4	
SP500	Z10	Z5|Z2G|Z2G	SEQ_BASELINE	20	5.549	6.077	0	60	80	Z5|Z2G|Z2G
SP500	Z10	Z5|Z2G|Z2G	B	6	8.118	7.669	0	83.3	100	
SP500	Z10	Z5|Z2G|Z2G	B+	10	4.778	6.448	0	50	80	
SP500	Z10	T2G|T2G|Z4	SEQ_BASELINE	28	2.041	2.795	14.3	32.1	67.9	T2G|T2G|Z4
SP500	Z10	T2G|T2G|Z4	B	12	2.041	2.132	8.3	16.7	75	
SP500	Z10	T2G|T2G|Z4	R	12	3.87	5.343	8.3	50	75	
SP500	Z10	T2G|Z3|Z2G	SEQ_BASELINE	24	1.681	2.657	4.2	29.2	66.7	T2G|Z3|Z2G
SP500	Z10	T2G|Z3|Z2G	B	6	-0.654	2.13	0	33.3	50	
SP500	Z10	T2G|Z3|Z2G	B+	16	2.3	3.258	6.2	31.2	75	
SP500	Z10	Z2G|Z2G|Z2G	SEQ_BASELINE	36	1.549	1.465	8.3	16.7	58.3	Z2G|Z2G|Z2G
SP500	Z10	Z2G|Z2G|Z2G	B+	30	1.909	1.81	6.7	16.7	63.3	
SP500	Z10	Z2|Z2G|Z2	SEQ_BASELINE	30	1.313	1.297	6.7	16.7	60	Z2|Z2G|Z2
SP500	Z10	Z2|Z2G|Z2	B+	5	-1.241	-0.245	20	20	40	
SP500	Z10	Z2|Z2G|Z2	R	24	1.313	1.474	4.2	16.7	62.5	
SP500	Z10	T2G|T2G|Z1	SEQ_BASELINE	26	1.243	1.261	11.5	30.8	57.7	T2G|T2G|Z1
SP500	Z10	T2G|T2G|Z1	B	8	1.983	1.388	12.5	25	75	
SP500	Z10	T2G|T2G|Z1	R	18	0.677	1.205	11.1	33.3	50	
SP500	Z10	Z2G|Z2|Z2G	SEQ_BASELINE	27	1.182	0.466	18.5	18.5	66.7	Z2G|Z2|Z2G
SP500	Z10	Z2G|Z2|Z2G	B	20	2.067	1.858	15	25	80	
SP500	Z10	T2G|Z1|Z2G	SEQ_BASELINE	20	0.746	0.733	20	25	60	T2G|Z1|Z2G
SP500	Z10	T2G|Z1|Z2G	B	9	0.224	1.723	11.1	33.3	55.6	
SP500	Z10	T2G|T2G|Z3	SEQ_BASELINE	25	0.077	-0.441	12	20	52	T2G|T2G|Z3
SP500	Z10	T2G|T2G|Z3	B	16	0.079	0.208	12.5	18.8	56.2	
SP500	Z10	T2G|T2G|Z3	R	9	-0.365	-1.594	11.1	22.2	44.4	
SP500	Z10	Z2G|Z2G|Z2	SEQ_BASELINE	35	0	0.472	8.6	11.4	48.6	Z2G|Z2G|Z2
SP500	Z10	Z2G|Z2G|Z2	R	33	0	0.43	9.1	12.1	48.5	
SP500	Z11	ALL	BASELINE	2874	0.625	1.081	15.1	23.9	54.5	
SP500	Z11	T2G|T2G|Z5	SEQ_BASELINE	29	-0.334	0.995	13.8	24.1	44.8	T2G|T2G|Z5
SP500	Z11	T2G|T2G|Z5	B	17	-0.74	-0.404	23.5	17.6	35.3	
SP500	Z11	T2G|T2G|Z5	R	9	2.397	4.353	0	44.4	66.7	
SP500	Z11	T2G|T2G|Z3	SEQ_BASELINE	23	-0.56	-0.665	17.4	17.4	47.8	T2G|T2G|Z3
SP500	Z11	T2G|T2G|Z3	B	15	1.239	0.392	6.7	20	53.3	
SP500	Z11	T2G|T2G|Z3	R	7	-3.281	-5.093	42.9	0	28.6	
SP500	Z12	ALL	BASELINE	121	0.424	1.218	12.4	21.5	55.4	
NASDAQ	T1	ALL	BASELINE	22081	0.145	0.777	25.7	26.7	50.9	
NASDAQ	T1	Z1G|Z2G|Z2	SEQ_BASELINE	49	5.195	5.294	18.4	53.1	73.5	Z1G|Z2G|Z2
NASDAQ	T1	Z1G|Z2G|Z2	B	15	3.273	2.936	20	46.7	66.7	
NASDAQ	T1	Z1G|Z2G|Z2	B+	7	0.866	4.452	14.3	42.9	71.4	
NASDAQ	T1	Z1G|Z2G|Z2	R	23	6.459	7.314	17.4	60.9	78.3	
NASDAQ	T1	Z2G|T5|Z4	SEQ_BASELINE	71	4.497	7.121	19.7	47.9	67.6	Z2G|T5|Z4
NASDAQ	T1	Z2G|T5|Z4	B	26	5.397	8.567	26.9	50	65.4	
NASDAQ	T1	Z2G|T5|Z4	B+	22	10.935	12.494	4.5	63.6	77.3	
NASDAQ	T1	Z2G|T5|Z4	R	17	4.497	3.378	17.6	41.2	70.6	
NASDAQ	T1	Z2G|Z2G|Z6	SEQ_BASELINE	42	3.43	0.993	23.8	40.5	61.9	Z2G|Z2G|Z6
NASDAQ	T1	Z2G|Z2G|Z6	B	23	4.036	1.938	13	47.8	69.6	
NASDAQ	T1	Z2G|Z2G|Z6	R	6	-8.203	-13.966	66.7	16.7	16.7	
NASDAQ	T1	Z6|Z2G|Z2G	SEQ_BASELINE	68	3.123	3.082	19.1	38.2	64.7	Z6|Z2G|Z2G
NASDAQ	T1	Z6|Z2G|Z2G	B	45	3.074	3.582	15.6	37.8	66.7	
NASDAQ	T1	Z6|Z2G|Z2G	R	11	3.299	-1.232	27.3	27.3	72.7	
NASDAQ	T1	T1|Z1|Z2G	SEQ_BASELINE	43	3.055	5.305	14	34.9	72.1	T1|Z1|Z2G
NASDAQ	T1	T1|Z1|Z2G	A	5	3.7	1.313	20	20	60	
