universe	signal	sequence	category	n	med	avg	fail	big_win	win	seq
NASDAQ	Z4	T3|T2|T2	A	8	6.12	6.287	12.5	50	87.5	
NASDAQ	Z4	T3|T2|T2	B	9	1.976	1.992	0	11.1	55.6	
NASDAQ	Z4	T3|T2|T2	R	23	2.231	2.655	8.7	21.7	60.9	
NASDAQ	Z4	T2G|Z9|T1G	SEQ_BASELINE	47	2.228	1.506	25.5	36.2	59.6	T2G|Z9|T1G
NASDAQ	Z4	T2G|Z9|T1G	A	12	-3.99	-3.166	50	33.3	41.7	
NASDAQ	Z4	T2G|Z9|T1G	B	11	1.069	0.087	18.2	27.3	63.6	
NASDAQ	Z4	T2G|Z9|T1G	B+	9	8.359	9.3	11.1	66.7	88.9	
NASDAQ	Z4	T2G|Z9|T1G	R	15	0.308	1.608	20	26.7	53.3	
NASDAQ	Z5	ALL	BASELINE	18873	0.36	1.18	23	27.9	53	
NASDAQ	Z5	T4|Z9|T5	SEQ_BASELINE	56	6.713	7.814	8.9	66.1	80.4	T4|Z9|T5
NASDAQ	Z5	T4|Z9|T5	A	6	8.144	12.77	0	83.3	100	
NASDAQ	Z5	T4|Z9|T5	B	11	6.465	14.329	9.1	63.6	72.7	
NASDAQ	Z5	T4|Z9|T5	B+	27	7.288	6.738	7.4	66.7	81.5	
NASDAQ	Z5	T4|Z9|T5	R	11	5.925	1.407	18.2	54.5	72.7	
NASDAQ	Z5	T4|Z9|T3	SEQ_BASELINE	74	5.386	5.738	9.5	54.1	81.1	T4|Z9|T3
NASDAQ	Z5	T4|Z9|T3	B	12	3.818	3.949	16.7	41.7	75	
NASDAQ	Z5	T4|Z9|T3	B+	38	6.072	6.779	5.3	63.2	86.8	
NASDAQ	Z5	T4|Z9|T3	R	22	3.137	4.775	13.6	40.9	72.7	
NASDAQ	Z5	T4|Z9|T1	SEQ_BASELINE	45	3.495	2.478	8.9	33.3	71.1	T4|Z9|T1
NASDAQ	Z5	T4|Z9|T1	B	7	0.324	-7.978	28.6	0	57.1	
NASDAQ	Z5	T4|Z9|T1	B+	15	4.463	6.324	0	46.7	93.3	
NASDAQ	Z5	T4|Z9|T1	R	20	2.679	4.029	10	40	70	
NASDAQ	Z5	T4|Z9|T9	SEQ_BASELINE	62	3.394	3.355	6.5	37.1	67.7	T4|Z9|T9
NASDAQ	Z5	T4|Z9|T9	B	8	0.493	1.665	0	25	50	
NASDAQ	Z5	T4|Z9|T9	B+	17	3.976	4.172	5.9	47.1	70.6	
NASDAQ	Z5	T4|Z9|T9	R	36	3.971	3.37	8.3	36.1	69.4	
NASDAQ	Z5	Z1|T9|T2G	SEQ_BASELINE	45	2.874	6.034	15.6	35.6	64.4	Z1|T9|T2G
NASDAQ	Z5	Z1|T9|T2G	A	13	-0.893	0.186	23.1	23.1	46.2	
NASDAQ	Z5	Z1|T9|T2G	B	15	3.114	5.839	6.7	40	73.3	
NASDAQ	Z5	Z1|T9|T2G	R	7	0.546	-0.792	14.3	0	57.1	
NASDAQ	Z5	T9|T2G|T2G	SEQ_BASELINE	65	2.589	1.646	27.7	41.5	56.9	T9|T2G|T2G
NASDAQ	Z5	T9|T2G|T2G	A	7	4.574	0.728	28.6	42.9	57.1	
NASDAQ	Z5	T9|T2G|T2G	B	33	2.589	1.292	30.3	39.4	57.6	
NASDAQ	Z5	T9|T2G|T2G	R	17	2.119	2.275	17.6	41.2	58.8	
NASDAQ	Z5	T2G|Z3|T1	SEQ_BASELINE	44	2.583	2.166	27.3	31.8	52.3	T2G|Z3|T1
NASDAQ	Z5	T2G|Z3|T1	B	5	3.228	0.218	20	20	60	
NASDAQ	Z5	T2G|Z3|T1	B+	11	-5.44	-4.089	54.5	18.2	27.3	
NASDAQ	Z5	T2G|Z3|T1	R	26	3.115	4.103	19.2	38.5	57.7	
NASDAQ	Z5	Z2|Z2G|T1	SEQ_BASELINE	59	2.412	-0.358	28.8	35.6	54.2	Z2|Z2G|T1
NASDAQ	Z5	Z2|Z2G|T1	B	35	3.374	0.964	31.4	37.1	60	
NASDAQ	Z5	Z2|Z2G|T1	R	20	-0.689	-3.956	30	25	40	
NASDAQ	Z5	Z2|Z2G|T4	SEQ_BASELINE	48	2.393	1.701	25	41.7	58.3	Z2|Z2G|T4
NASDAQ	Z5	Z2|Z2G|T4	B	27	0.583	1.116	25.9	40.7	55.6	
NASDAQ	Z5	Z2|Z2G|T4	R	15	2.606	1.892	33.3	46.7	60	
NASDAQ	Z5	T1|T2G|T2G	SEQ_BASELINE	60	2.344	7.746	28.3	30	56.7	T1|T2G|T2G
NASDAQ	Z5	T1|T2G|T2G	B	41	3.209	13.134	26.8	36.6	61	
NASDAQ	Z5	T1|T2G|T2G	R	14	-0.6	-5.671	35.7	14.3	42.9	
NASDAQ	Z6	ALL	BASELINE	15563	0.289	0.841	20.4	23.3	55.6	
NASDAQ	Z6	Z1G|Z2G|Z2G	SEQ_BASELINE	50	5.778	3.68	20	52	70	Z1G|Z2G|Z2G
NASDAQ	Z6	Z1G|Z2G|Z2G	B	28	6.78	3.984	17.9	57.1	78.6	
NASDAQ	Z6	Z1G|Z2G|Z2G	R	16	1.715	-0.035	31.2	43.8	56.2	
NASDAQ	Z6	Z1|Z2G|Z2G	SEQ_BASELINE	48	5.636	5.896	10.4	52.1	72.9	Z1|Z2G|Z2G
NASDAQ	Z6	Z1|Z2G|Z2G	B	34	5.912	8.168	8.8	55.9	76.5	
NASDAQ	Z6	Z1|Z2G|Z2G	R	7	0.083	-5.081	28.6	42.9	57.1	
NASDAQ	Z6	T4|Z9|Z2G	SEQ_BASELINE	45	4.499	1.744	17.8	42.2	68.9	T4|Z9|Z2G
NASDAQ	Z6	T4|Z9|Z2G	B	12	4.068	1.603	25	33.3	75	
NASDAQ	Z6	T4|Z9|Z2G	B+	12	3.233	4.772	16.7	33.3	66.7	
NASDAQ	Z6	T4|Z9|Z2G	R	18	5.708	3.904	5.6	55.6	72.2	
NASDAQ	Z6	Z2|Z2|Z2G	SEQ_BASELINE	68	3.288	7.182	22.1	39.7	64.7	Z2|Z2|Z2G
NASDAQ	Z6	Z2|Z2|Z2G	A	16	3.851	4.303	12.5	43.8	81.2	
NASDAQ	Z6	Z2|Z2|Z2G	B	20	0.715	-1.208	25	25	55	
NASDAQ	Z6	Z2|Z2|Z2G	R	26	3.201	15.288	26.9	46.2	61.5	
NASDAQ	Z6	Z2G|Z2|Z2	SEQ_BASELINE	41	2.589	4.092	12.2	31.7	61	Z2G|Z2|Z2
NASDAQ	Z6	Z2G|Z2|Z2	B	6	2.316	1.992	16.7	50	50	
NASDAQ	Z6	Z2G|Z2|Z2	R	30	2.334	4.748	13.3	30	60	
NASDAQ	Z6	Z4|Z2G|Z2G	SEQ_BASELINE	49	2.527	0.751	30.6	40.8	55.1	Z4|Z2G|Z2G
NASDAQ	Z6	Z4|Z2G|Z2G	B	31	4.261	2.832	25.8	48.4	58.1	
NASDAQ	Z6	Z4|Z2G|Z2G	R	14	2.726	-1.09	28.6	28.6	57.1	
NASDAQ	Z6	T2G|T2G|Z9	SEQ_BASELINE	68	2.499	1.888	14.7	25	63.2	T2G|T2G|Z9
NASDAQ	Z6	T2G|T2G|Z9	B	30	3.053	5.042	6.7	33.3	73.3	
NASDAQ	Z6	T2G|T2G|Z9	R	26	1.069	-0.306	19.2	11.5	57.7	
NASDAQ	Z6	Z5|Z2G|Z2G	SEQ_BASELINE	46	1.822	3.609	19.6	30.4	65.2	Z5|Z2G|Z2G
NASDAQ	Z6	Z5|Z2G|Z2G	B	28	2.872	7.293	14.3	39.3	71.4	
NASDAQ	Z6	Z5|Z2G|Z2G	B+	6	-0.711	-6.85	33.3	0	50	
NASDAQ	Z6	Z5|Z2G|Z2G	R	9	0.22	-0.643	22.2	22.2	55.6	
NASDAQ	Z6	T2|T2|Z9	SEQ_BASELINE	51	1.721	1.275	19.6	27.5	58.8	T2|T2|Z9
NASDAQ	Z6	T2|T2|Z9	A	13	4.845	6.313	7.7	46.2	76.9	
NASDAQ	Z6	T2|T2|Z9	B	12	0.39	-0.745	16.7	8.3	50	
NASDAQ	Z6	T2|T2|Z9	R	15	-1.751	-1.129	20	20	46.7	
NASDAQ	Z6	Z9|Z2G|Z2G	SEQ_BASELINE	49	1.579	6.897	16.3	40.8	61.2	Z9|Z2G|Z2G
NASDAQ	Z6	Z9|Z2G|Z2G	B	25	3.629	3.979	20	48	64	
NASDAQ	Z6	Z9|Z2G|Z2G	B+	5	1.579	2.457	0	20	60	
NASDAQ	Z6	Z9|Z2G|Z2G	R	16	-0.633	11.688	18.8	31.2	50	
NASDAQ	Z7	ALL	BASELINE	18848	0.2	0.47	10.7	11.3	61	
NASDAQ	Z7	Z7|T4|Z5	SEQ_BASELINE	47	0.495	1.316	2.1	6.4	89.4	Z7|T4|Z5
NASDAQ	Z7	Z7|T4|Z5	A	21	0.589	1.554	4.8	9.5	81	
NASDAQ	Z7	Z7|T4|Z5	B	5	0.481	0.71	0	0	100	
NASDAQ	Z7	Z7|T4|Z5	R	21	0.438	1.222	0	4.8	95.2	
NASDAQ	Z7	Z7|Z7|T5	SEQ_BASELINE	75	0.4	0.737	4	6.7	72	Z7|Z7|T5
NASDAQ	Z7	Z7|Z7|T5	B	72	0.398	0.763	4.2	6.9	72.2	
NASDAQ	Z7	Z2G|Z7|Z7	SEQ_BASELINE	59	0.39	0.183	1.7	1.7	74.6	Z2G|Z7|Z7
NASDAQ	Z7	Z2G|Z7|Z7	A	8	0.552	-0.053	0	0	87.5	
NASDAQ	Z7	Z2G|Z7|Z7	B	49	0.3	0.298	2	2	73.5	
NASDAQ	Z7	Z7|T1G|Z7	SEQ_BASELINE	165	0.303	1.12	1.8	6.7	79.4	Z7|T1G|Z7
NASDAQ	Z7	Z7|T1G|Z7	A	8	0.248	0.269	0	0	87.5	
NASDAQ	Z7	Z7|T1G|Z7	B	113	0.301	1.482	0.9	8	80.5	
NASDAQ	Z7	Z7|T1G|Z7	B+	30	0.391	0.589	0	3.3	80	
NASDAQ	Z7	Z7|T1G|Z7	R	8	0.295	0.502	12.5	12.5	62.5	
NASDAQ	Z7	T1G|Z7|Z7	SEQ_BASELINE	100	0.302	0.807	1	5	82	T1G|Z7|Z7
NASDAQ	Z7	T1G|Z7|Z7	B	93	0.303	0.839	1.1	5.4	82.8	
NASDAQ	Z7	Z7|T5|Z7	SEQ_BASELINE	87	0.301	0.641	2.3	4.6	67.8	Z7|T5|Z7
NASDAQ	Z7	Z7|T5|Z7	B	57	0.34	0.715	3.5	5.3	70.2	
NASDAQ	Z7	Z7|T5|Z7	B+	19	0.19	0.724	0	5.3	68.4	
NASDAQ	Z7	Z7|T5|Z7	R	10	0.003	0.087	0	0	50	
NASDAQ	Z7	Z7|Z7|T1G	SEQ_BASELINE	165	0.298	0.638	1.2	5.5	72.7	Z7|Z7|T1G
NASDAQ	Z7	Z7|Z7|T1G	B	148	0.298	0.99	0.7	6.1	73.6	
NASDAQ	Z7	Z7|Z7|T1G	R	15	0.196	-2.852	6.7	0	60	
NASDAQ	Z7	Z7|Z6|T1	SEQ_BASELINE	40	0.297	-0.578	5	2.5	77.5	Z7|Z6|T1
NASDAQ	Z7	Z7|Z6|T1	B	17	0.198	-1.822	5.9	0	70.6	
NASDAQ	Z7	Z7|Z6|T1	B+	8	0.33	1.012	0	12.5	62.5	
NASDAQ	Z7	Z7|Z6|T1	R	14	0.345	-0.054	7.1	0	92.9	
NASDAQ	Z7	Z7|Z7|Z2G	SEQ_BASELINE	106	0.297	0.539	3.8	4.7	68.9	Z7|Z7|Z2G
NASDAQ	Z7	Z7|Z7|Z2G	A	7	0.584	-0.078	14.3	0	85.7	
NASDAQ	Z7	Z7|Z7|Z2G	B	96	0.295	0.603	3.1	5.2	67.7	
NASDAQ	Z7	Z7|Z6|T9	SEQ_BASELINE	46	0.294	1.911	0	10.9	65.2	Z7|Z6|T9
NASDAQ	Z7	Z7|Z6|T9	B	7	0	-0.061	0	0	42.9	
NASDAQ	Z7	Z7|Z6|T9	B+	12	0.641	1.137	0	8.3	83.3	
NASDAQ	Z7	Z7|Z6|T9	R	26	0.2	2.89	0	15.4	65.4	
NASDAQ	Z9	ALL	BASELINE	24805	0.299	0.597	23.9	26.9	52.2	
NASDAQ	Z9	T5|Z4|T3	SEQ_BASELINE	58	7.457	9.386	10.3	56.9	81	T5|Z4|T3
NASDAQ	Z9	T5|Z4|T3	A	13	7.216	5.764	15.4	61.5	76.9	
NASDAQ	Z9	T5|Z4|T3	B	23	6.489	12.802	4.3	52.2	82.6	
NASDAQ	Z9	T5|Z4|T3	B+	19	9.139	12.001	10.5	68.4	84.2	
NASDAQ	Z9	T6|Z3|T4	SEQ_BASELINE	68	6.866	5.335	8.8	61.8	77.9	T6|Z3|T4
NASDAQ	Z9	T6|Z3|T4	B	6	7.17	5.985	0	66.7	83.3	
NASDAQ	Z9	T6|Z3|T4	B+	21	2.686	0.948	19	38.1	76.2	
NASDAQ	Z9	T6|Z3|T4	R	41	8.026	7.486	4.9	73.2	78	
NASDAQ	Z9	T5|Z3|T4	SEQ_BASELINE	94	6.609	8.333	3.2	61.7	88.3	T5|Z3|T4
NASDAQ	Z9	T5|Z3|T4	B	11	7.075	6.568	0	72.7	81.8	
NASDAQ	Z9	T5|Z3|T4	B+	17	3.988	9.028	0	47.1	100	
NASDAQ	Z9	T5|Z3|T4	R	62	6.832	8.623	4.8	64.5	87.1	
NASDAQ	Z9	T3|Z3|T4	SEQ_BASELINE	101	5.981	6.445	10.9	55.4	78.2	T3|Z3|T4
NASDAQ	Z9	T3|Z3|T4	B	7	4.003	3.644	42.9	42.9	57.1	
NASDAQ	Z9	T3|Z3|T4	B+	27	3.947	4.328	7.4	40.7	70.4	
NASDAQ	Z9	T3|Z3|T4	R	67	7.499	7.591	9	62.7	83.6	
NASDAQ	Z9	T5|Z5|T4	SEQ_BASELINE	44	5.597	2.302	13.6	52.3	72.7	T5|Z5|T4
NASDAQ	Z9	T5|Z5|T4	B+	11	6.694	9.609	0	63.6	90.9	
NASDAQ	Z9	T5|Z5|T4	R	27	5.617	0.456	18.5	51.9	70.4	
NASDAQ	Z9	T5|Z4|T4	SEQ_BASELINE	103	5.236	4.713	12.6	50.5	72.8	T5|Z4|T4
NASDAQ	Z9	T5|Z4|T4	A	6	3.443	5.368	16.7	50	66.7	
NASDAQ	Z9	T5|Z4|T4	B	22	4.713	6.434	9.1	45.5	68.2	
NASDAQ	Z9	T5|Z4|T4	B+	6	5.329	3.33	16.7	50	66.7	
NASDAQ	Z9	T5|Z4|T4	R	69	5.978	4.228	13	52.2	75.4	
NASDAQ	Z9	T4|Z3|T1	SEQ_BASELINE	53	5.111	5.681	13.2	50.9	69.8	T4|Z3|T1
NASDAQ	Z9	T4|Z3|T1	B	8	5.239	5.039	12.5	62.5	75	
NASDAQ	Z9	T4|Z3|T1	B+	16	1.78	2.066	18.8	31.2	62.5	
NASDAQ	Z9	T4|Z3|T1	R	26	8.879	9.115	7.7	65.4	73.1	
NASDAQ	Z9	T4|Z3|T4	SEQ_BASELINE	86	4.562	6.09	9.3	46.5	74.4	T4|Z3|T4
NASDAQ	Z9	T4|Z3|T4	B+	24	3.789	4.423	8.3	37.5	75	
NASDAQ	Z9	T4|Z3|T4	R	54	6.066	7.256	9.3	53.7	77.8	
NASDAQ	Z9	Z5|T4|T2G	SEQ_BASELINE	51	3.888	3.336	11.8	45.1	64.7	Z5|T4|T2G
NASDAQ	Z9	Z5|T4|T2G	A	22	3.827	3.298	18.2	45.5	59.1	
NASDAQ	Z9	Z5|T4|T2G	B	20	3.334	3.794	5	40	70	
NASDAQ	Z9	Z5|T4|T2G	R	7	5.223	2.712	14.3	57.1	71.4	
NASDAQ	Z9	Z2G|Z6|T4	SEQ_BASELINE	66	3.712	4.071	15.2	43.9	63.6	Z2G|Z6|T4
NASDAQ	Z9	Z2G|Z6|T4	B	20	4.389	6.81	5	45	70	
NASDAQ	Z9	Z2G|Z6|T4	R	38	3.588	3.57	18.4	44.7	63.2	
NASDAQ	Z10	ALL	BASELINE	11719	0.124	0.678	23.5	24.7	51.4	
NASDAQ	Z10	Z2|Z2G|Z2G	SEQ_BASELINE	74	2.328	2.989	21.6	31.1	63.5	Z2|Z2G|Z2G
NASDAQ	Z10	Z2|Z2G|Z2G	B	48	1.94	4.067	27.1	29.2	60.4	
NASDAQ	Z10	Z2|Z2G|Z2G	B+	5	3.697	1.363	0	20	60	
NASDAQ	Z10	Z2|Z2G|Z2G	R	5	1.959	0.156	20	20	80	
NASDAQ	Z10	Z2G|Z2|Z2G	SEQ_BASELINE	47	2.275	1.605	25.5	31.9	68.1	Z2G|Z2|Z2G
NASDAQ	Z10	Z2G|Z2|Z2G	A	16	1.468	2.829	25	18.8	75	
NASDAQ	Z10	Z2G|Z2|Z2G	B	20	4.646	3.359	15	45	80	
NASDAQ	Z10	Z2G|Z2|Z2G	R	5	-8.408	-7.531	60	20	40	
NASDAQ	Z10	T2G|T2|Z1	SEQ_BASELINE	40	2.244	4.766	20	35	57.5	T2G|T2|Z1
NASDAQ	Z10	T2G|T2|Z1	A	6	2.839	13.723	0	33.3	66.7	
NASDAQ	Z10	T2G|T2|Z1	B	22	2.357	1.535	22.7	31.8	63.6	
NASDAQ	Z10	Z3|Z2G|Z2G	SEQ_BASELINE	46	1.956	2.526	26.1	41.3	56.5	Z3|Z2G|Z2G
NASDAQ	Z10	Z3|Z2G|Z2G	B	28	3.12	1	32.1	42.9	53.6	
NASDAQ	Z10	Z3|Z2G|Z2G	B+	6	3.38	5.922	16.7	50	83.3	
NASDAQ	Z10	Z3|Z2G|Z2G	R	6	-1.254	-1.211	16.7	0	33.3	
NASDAQ	Z10	Z2|Z2|Z2G	SEQ_BASELINE	58	1.842	2.253	25.9	36.2	56.9	Z2|Z2|Z2G
NASDAQ	Z10	Z2|Z2|Z2G	A	12	3.334	6.042	25	41.7	58.3	
NASDAQ	Z10	Z2|Z2|Z2G	B	32	2.253	2.495	18.8	40.6	65.6	
NASDAQ	Z10	Z2|Z10|Z6	SEQ_BASELINE	42	1.378	4.051	21.4	35.7	64.3	Z2|Z10|Z6
NASDAQ	Z10	Z2|Z10|Z6	A	10	2.876	4.606	10	40	80	
NASDAQ	Z10	Z2|Z10|Z6	B	17	1.523	3.423	17.6	35.3	70.6	
NASDAQ	Z10	Z2|Z10|Z6	R	5	-5.361	10.747	60	40	40	
NASDAQ	Z10	T9|Z4|Z2	SEQ_BASELINE	65	0.975	0.753	20	21.5	58.5	T9|Z4|Z2
NASDAQ	Z10	T9|Z4|Z2	A	12	-1.52	-9.687	33.3	25	41.7	
NASDAQ	Z10	T9|Z4|Z2	B	16	1.99	2.259	25	31.2	68.8	
NASDAQ	Z10	T9|Z4|Z2	B+	9	-0.26	4.33	11.1	11.1	44.4	
NASDAQ	Z10	T9|Z4|Z2	R	28	0.962	3.218	14.3	17.9	64.3	
NASDAQ	Z10	Z4|Z2G|Z2G	SEQ_BASELINE	53	0.911	1.034	28.3	34	58.5	Z4|Z2G|Z2G
NASDAQ	Z10	Z4|Z2G|Z2G	B	41	0.781	1.028	26.8	36.6	56.1	
NASDAQ	Z10	Z2G|Z2|Z2	SEQ_BASELINE	85	0.57	4.896	25.9	30.6	52.9	Z2G|Z2|Z2
NASDAQ	Z10	Z2G|Z2|Z2	A	21	2.573	0.818	23.8	33.3	57.1	
NASDAQ	Z10	Z2G|Z2|Z2	B	19	2.445	7.402	21.1	42.1	63.2	
NASDAQ	Z10	Z2G|Z2|Z2	R	39	-0.824	0.021	30.8	23.1	43.6	
NASDAQ	Z10	Z2|T9|Z4	SEQ_BASELINE	43	0.561	-0.017	30.2	27.9	53.5	Z2|T9|Z4
NASDAQ	Z10	Z2|T9|Z4	A	8	4.043	3.54	12.5	50	75	
NASDAQ	Z10	Z2|T9|Z4	B	9	1.742	3.379	22.2	33.3	77.8	
NASDAQ	Z10	Z2|T9|Z4	R	10	-3.172	-1.254	40	20	40	
NASDAQ	Z11	ALL	BASELINE	10796	0.194	0.626	22	23.6	52.6	
NASDAQ	Z11	T4|Z9|Z2G	SEQ_BASELINE	69	3.772	9.281	17.4	43.5	65.2	T4|Z9|Z2G
NASDAQ	Z11	T4|Z9|Z2G	A	10	4.22	4.491	20	50	60	
NASDAQ	Z11	T4|Z9|Z2G	B	22	0.271	18.483	27.3	27.3	50	
NASDAQ	Z11	T4|Z9|Z2G	B+	15	0.667	1.092	13.3	26.7	60	
NASDAQ	Z11	T4|Z9|Z2G	R	22	7.354	7.841	9.1	68.2	86.4	
NASDAQ	Z11	Z2G|T4|Z9	SEQ_BASELINE	54	2.85	1.891	14.8	27.8	72.2	Z2G|T4|Z9
NASDAQ	Z11	Z2G|T4|Z9	A	17	-0.789	-0.437	29.4	17.6	41.2	
NASDAQ	Z11	Z2G|T4|Z9	B	23	2.197	1.506	13	13	82.6	
NASDAQ	Z11	Z2G|T4|Z9	B+	9	5.868	6.535	0	88.9	100	
NASDAQ	Z11	Z2G|Z2|Z2G	SEQ_BASELINE	45	0.995	-1.86	31.1	24.4	55.6	Z2G|Z2|Z2G
NASDAQ	Z11	Z2G|Z2|Z2G	A	15	0.079	-4.775	33.3	20	53.3	
NASDAQ	Z11	Z2G|Z2|Z2G	B	17	1.469	6.135	11.8	29.4	76.5	
NASDAQ	Z11	Z2G|Z2|Z2G	R	6	-5.009	-4.461	50	16.7	16.7	
NASDAQ	Z11	T2G|T2G|Z9	SEQ_BASELINE	50	0.85	1.644	20	24	58	T2G|T2G|Z9
NASDAQ	Z11	T2G|T2G|Z9	B	38	0.274	1.933	18.4	26.3	52.6	
NASDAQ	Z11	T2G|T2G|Z9	R	12	2.538	0.729	25	16.7	75	
NASDAQ	Z11	Z7|T4|Z7	SEQ_BASELINE	44	0.293	0.486	0	2.3	72.7	Z7|T4|Z7
NASDAQ	Z11	Z7|T4|Z7	A	21	0.292	0.381	0	0	61.9	
NASDAQ	Z11	Z7|T4|Z7	B	15	0.294	0.523	0	6.7	80	
NASDAQ	Z11	Z7|T4|Z7	R	7	0.332	0.784	0	0	85.7	
NASDAQ	Z11	Z7|Z7|Z7	SEQ_BASELINE	124	0.268	0.182	1.6	0.8	70.2	Z7|Z7|Z7
NASDAQ	Z11	Z7|Z7|Z7	A	7	0.1	-0.902	14.3	0	57.1	
NASDAQ	Z11	Z7|Z7|Z7	B	112	0.268	0.239	0.9	0.9	71.4	
NASDAQ	Z11	Z2G|Z2G|Z2	SEQ_BASELINE	45	-0.164	-0.072	26.7	31.1	48.9	Z2G|Z2G|Z2
NASDAQ	Z11	Z2G|Z2G|Z2	B	10	-2.624	-1.883	30	30	30	
NASDAQ	Z11	Z2G|Z2G|Z2	R	29	-0.678	-1.75	31	27.6	44.8	
NASDAQ	Z11	T2G|T2G|Z3	SEQ_BASELINE	49	-0.56	0.686	26.5	26.5	46.9	T2G|T2G|Z3
NASDAQ	Z11	T2G|T2G|Z3	B	37	-0.91	0.723	29.7	27	43.2	
NASDAQ	Z11	T2G|T2G|Z3	R	7	-3.744	-2.624	14.3	14.3	42.9	
NASDAQ	Z11	Z2|Z2|Z2G	SEQ_BASELINE	57	-0.644	1.611	33.3	24.6	40.4	Z2|Z2|Z2G
NASDAQ	Z11	Z2|Z2|Z2G	A	14	0.686	4.278	14.3	28.6	57.1	
NASDAQ	Z11	Z2|Z2|Z2G	B	21	-2.858	-2.03	38.1	23.8	33.3	
NASDAQ	Z11	Z2|Z2|Z2G	R	12	-5.639	9.643	50	16.7	33.3	
NASDAQ	Z11	Z2|Z2G|Z2G	SEQ_BASELINE	49	-1.024	-3.285	28.6	24.5	42.9	Z2|Z2G|Z2G
NASDAQ	Z11	Z2|Z2G|Z2G	B	31	-0.791	-3.353	32.3	25.8	48.4	
NASDAQ	Z11	Z2|Z2G|Z2G	R	5	-3.53	-6.907	40	0	20	
NASDAQ	Z12	ALL	BASELINE	1306	0.098	-0.19	23.6	21.5	50.9	
NASDAQ	Z12	T3|T2G|T2G	SEQ_BASELINE	5	4.748	2.219	40		60	T3|T2G|T2G
NASDAQ	Z12	T3|T2G|T2G	R	5	4.748	2.219	40		60	
NASDAQ	Z12	T3|T2|T2G	SEQ_BASELINE	6	4.26	10.876	0		100	T3|T2|T2G
NASDAQ	Z12	T3|T2|T2G	A	3	2.276	16.879	0		100	
NASDAQ	Z12	T3|T2|T2G	B	2	4.26	4.26	0		100	
NASDAQ	Z12	T2|T2G|T6	SEQ_BASELINE	5	3.49	9.753	0		60	T2|T2G|T6
NASDAQ	Z12	T2|T2G|T6	B	3	-0.486	5.73	0		33.3	
NASDAQ	Z12	T2|T2G|T6	R	2	15.788	15.788	0		100	
NASDAQ	Z12	Z2G|Z2|T3	SEQ_BASELINE	5	1.94	-23.469	40		60	Z2G|Z2|T3
NASDAQ	Z12	Z2G|Z2|T3	R	3	1.94	-20.766	33.3		66.7	
NASDAQ	Z12	T2|T2|T2	SEQ_BASELINE	7	1.333	2.954	0		57.1	T2|T2|T2
NASDAQ	Z12	T2|T2|T2	B	3	-1.856	-1.554	0		0	
NASDAQ	Z12	T2|T2|T2	R	2	3.89	3.89	0		100	
NASDAQ	Z12	Z7|Z2G|T1G	SEQ_BASELINE	5	1.332	6.559	0		100	Z7|Z2G|T1G
NASDAQ	Z12	Z7|Z2G|T1G	B	2	13.575	13.575	0		100	
NASDAQ	Z12	Z7|Z2G|T1G	R	2	2.745	2.745	0		100	
NASDAQ	Z12	T2G|Z3|T5	SEQ_BASELINE	5	1.216	-4.409	20		60	T2G|Z3|T5
NASDAQ	Z12	T2G|Z3|T5	B+	3	2.825	2.866	0		100	
NASDAQ	Z12	Z4|T9|T2G	SEQ_BASELINE	8	0.828	0.962	12.5		50	Z4|T9|T2G
NASDAQ	Z12	Z4|T9|T2G	A	2	3.917	3.917	0		50	
NASDAQ	Z12	Z4|T9|T2G	B	3	5.4	0.328	33.3		66.7	
NASDAQ	Z12	Z4|T9|T2G	R	3	-1.73	-0.374	0		33.3	
SP500	Z12	T2G|T10|T2G	SEQ_BASELINE	3	4.049	4.313	0		100	T2G|T10|T2G
SP500	Z12	T2G|T10|T2G	R	3	4.049	4.313	0		33.3	
SP500	Z12	T3|T2G|T2G	SEQ_BASELINE	3	3.641	-0.321	33.3		66.7	T3|T2G|T2G
SP500	Z12	T3|T2G|T2G	R	3	3.641	-0.321	33.3		66.7	
SP500	Z12	T2G|T2|T2G	SEQ_BASELINE	3	1.777	2.505	0		66.7	T2G|T2|T2G
SP500	Z12	T2G|T2|T2G	R	3	1.777	2.505	0		66.7	
SP500	Z12	Z4|Z2|T9	SEQ_BASELINE	3	-0.71	2.847	0		33.3	Z4|Z2|T9
SP500	Z12	Z4|Z2|T9	R	3	-0.71	2.847	0		33.3	
